Site,Parameter,Date (LT),Year,Month,Day,Hour,NowCast Conc.,AQI,AQI Category,Raw Conc.,Conc. Unit,Duration,QC Name,group
Shanghai,PM2.5 - Principal,18FEB21:12:00:00,2021,2,18,12,26.5,81,Moderate,29,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,18FEB21:18:00:00,2021,2,18,18,17,61,Moderate,19,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,19FEB21:00:00:00,2021,2,19,0,26.5,81,Moderate,30,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,19FEB21:06:00:00,2021,2,19,6,40.2,113,Unhealthy for Sensitive Groups,48,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,19FEB21:12:00:00,2021,2,19,12,39.6,111,Unhealthy for Sensitive Groups,46,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,19FEB21:18:00:00,2021,2,19,18,36.2,103,Unhealthy for Sensitive Groups,48,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,20FEB21:00:00:00,2021,2,20,0,38,107,Unhealthy for Sensitive Groups,37,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,20FEB21:06:00:00,2021,2,20,6,36.3,103,Unhealthy for Sensitive Groups,35,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,20FEB21:12:00:00,2021,2,20,12,23.3,75,Moderate,17,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,20FEB21:18:00:00,2021,2,20,18,21.3,70,Moderate,22,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,21FEB21:00:00:00,2021,2,21,0,25.5,79,Moderate,25,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,21FEB21:06:00:00,2021,2,21,6,25.8,80,Moderate,23,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,21FEB21:12:00:00,2021,2,21,12,25.8,80,Moderate,24,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,21FEB21:18:00:00,2021,2,21,18,22.3,72,Moderate,24,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,22FEB21:00:00:00,2021,2,22,0,31.9,93,Moderate,33,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,22FEB21:06:00:00,2021,2,22,6,35.1,99,Moderate,33,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,22FEB21:12:00:00,2021,2,22,12,34.7,99,Moderate,31,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,22FEB21:18:00:00,2021,2,22,18,69.9,158,Unhealthy,74,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,23FEB21:00:00:00,2021,2,23,0,27.5,83,Moderate,25,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,23FEB21:06:00:00,2021,2,23,6,11.9,50,Good,10,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,23FEB21:12:00:00,2021,2,23,12,16.9,61,Moderate,16,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,23FEB21:18:00:00,2021,2,23,18,13.7,54,Moderate,13,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,24FEB21:00:00:00,2021,2,24,0,10.3,43,Good,9,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,24FEB21:06:00:00,2021,2,24,6,8.4,35,Good,7,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,24FEB21:12:00:00,2021,2,24,12,12.5,52,Moderate,10,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,24FEB21:18:00:00,2021,2,24,18,12.1,51,Moderate,12,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,25FEB21:00:00:00,2021,2,25,0,13.9,55,Moderate,15,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,25FEB21:06:00:00,2021,2,25,6,19.6,67,Moderate,21,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,25FEB21:12:00:00,2021,2,25,12,24.9,78,Moderate,27,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,25FEB21:18:00:00,2021,2,25,18,19.6,67,Moderate,18,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,26FEB21:00:00:00,2021,2,26,0,10.3,43,Good,7,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,26FEB21:06:00:00,2021,2,26,6,7.6,32,Good,7,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,26FEB21:12:00:00,2021,2,26,12,15.9,59,Moderate,19,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,26FEB21:18:00:00,2021,2,26,18,23.3,75,Moderate,28,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,27FEB21:00:00:00,2021,2,27,0,17.9,63,Moderate,16,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,27FEB21:06:00:00,2021,2,27,6,19.9,67,Moderate,23,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,27FEB21:12:00:00,2021,2,27,12,18.9,65,Moderate,20,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,27FEB21:18:00:00,2021,2,27,18,8.3,35,Good,6,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,28FEB21:00:00:00,2021,2,28,0,9.4,39,Good,8,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,28FEB21:06:00:00,2021,2,28,6,8.1,34,Good,8,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,28FEB21:12:00:00,2021,2,28,12,11.8,49,Good,13,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,28FEB21:18:00:00,2021,2,28,18,16.3,60,Moderate,20,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,01MAR21:00:00:00,2021,3,1,0,29.9,88,Moderate,31,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,01MAR21:06:00:00,2021,3,1,6,31.3,91,Moderate,32,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,01MAR21:12:00:00,2021,3,1,12,44.1,122,Unhealthy for Sensitive Groups,42,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,01MAR21:18:00:00,2021,3,1,18,8.8,37,Good,3,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,02MAR21:00:00:00,2021,3,2,0,11.6,48,Good,13,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,02MAR21:06:00:00,2021,3,2,6,26.8,82,Moderate,29,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,02MAR21:12:00:00,2021,3,2,12,40.9,114,Unhealthy for Sensitive Groups,46,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,02MAR21:18:00:00,2021,3,2,18,17,61,Moderate,13,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,03MAR21:00:00:00,2021,3,3,0,15.7,59,Moderate,14,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,03MAR21:06:00:00,2021,3,3,6,14.7,56,Moderate,15,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,03MAR21:12:00:00,2021,3,3,12,18,63,Moderate,20,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,03MAR21:18:00:00,2021,3,3,18,10.2,43,Good,10,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,04MAR21:00:00:00,2021,3,4,0,11.8,49,Good,10,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,04MAR21:06:00:00,2021,3,4,6,13.4,54,Moderate,11,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,04MAR21:12:00:00,2021,3,4,12,33.4,96,Moderate,39,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,04MAR21:18:00:00,2021,3,4,18,55.9,151,Unhealthy,61,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,05MAR21:00:00:00,2021,3,5,0,53.4,145,Unhealthy for Sensitive Groups,49,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,05MAR21:06:00:00,2021,3,5,6,53,144,Unhealthy for Sensitive Groups,62,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,05MAR21:12:00:00,2021,3,5,12,29,87,Moderate,24,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,05MAR21:18:00:00,2021,3,5,18,12.9,53,Moderate,12,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,06MAR21:00:00:00,2021,3,6,0,22.4,73,Moderate,25,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,06MAR21:06:00:00,2021,3,6,6,13.9,55,Moderate,15,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,06MAR21:12:00:00,2021,3,6,12,15.7,59,Moderate,19,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,06MAR21:18:00:00,2021,3,6,18,39.3,110,Unhealthy for Sensitive Groups,41,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,07MAR21:00:00:00,2021,3,7,0,22.4,73,Moderate,20,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,07MAR21:06:00:00,2021,3,7,6,14.5,56,Moderate,12,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,07MAR21:12:00:00,2021,3,7,12,12.7,52,Moderate,14,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,07MAR21:18:00:00,2021,3,7,18,17.5,62,Moderate,17,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,08MAR21:00:00:00,2021,3,8,0,31.1,91,Moderate,35,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,08MAR21:06:00:00,2021,3,8,6,28.7,86,Moderate,26,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,08MAR21:12:00:00,2021,3,8,12,27.6,84,Moderate,24,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,08MAR21:18:00:00,2021,3,8,18,18.5,64,Moderate,15,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,09MAR21:00:00:00,2021,3,9,0,21.2,70,Moderate,24,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,09MAR21:06:00:00,2021,3,9,6,17.3,62,Moderate,14,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,09MAR21:12:00:00,2021,3,9,12,27,82,Moderate,29,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,09MAR21:18:00:00,2021,3,9,18,28.9,86,Moderate,25,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,10MAR21:00:00:00,2021,3,10,0,27.6,84,Moderate,25,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,10MAR21:06:00:00,2021,3,10,6,25.4,79,Moderate,23,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,10MAR21:12:00:00,2021,3,10,12,28.5,85,Moderate,26,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,10MAR21:18:00:00,2021,3,10,18,45.6,126,Unhealthy for Sensitive Groups,52,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,11MAR21:00:00:00,2021,3,11,0,42.9,119,Unhealthy for Sensitive Groups,40,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,11MAR21:06:00:00,2021,3,11,6,46.2,127,Unhealthy for Sensitive Groups,43,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,11MAR21:12:00:00,2021,3,11,12,44.3,123,Unhealthy for Sensitive Groups,42,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,11MAR21:18:00:00,2021,3,11,18,32.9,95,Moderate,35,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,12MAR21:00:00:00,2021,3,12,0,49.9,136,Unhealthy for Sensitive Groups,51,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,12MAR21:06:00:00,2021,3,12,6,54.6,148,Unhealthy for Sensitive Groups,55,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,12MAR21:12:00:00,2021,3,12,12,45.5,126,Unhealthy for Sensitive Groups,39,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,12MAR21:18:00:00,2021,3,12,18,30.7,90,Moderate,26,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,13MAR21:00:00:00,2021,3,13,0,30.8,90,Moderate,30,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,13MAR21:06:00:00,2021,3,13,6,50.2,137,Unhealthy for Sensitive Groups,55,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,13MAR21:12:00:00,2021,3,13,12,56.4,151,Unhealthy,52,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,13MAR21:18:00:00,2021,3,13,18,63.7,155,Unhealthy,72,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,14MAR21:00:00:00,2021,3,14,0,89.4,169,Unhealthy,90,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,14MAR21:06:00:00,2021,3,14,6,71.9,159,Unhealthy,65,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,14MAR21:12:00:00,2021,3,14,12,39.9,112,Unhealthy for Sensitive Groups,31,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,14MAR21:18:00:00,2021,3,14,18,36.5,103,Unhealthy for Sensitive Groups,38,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,15MAR21:00:00:00,2021,3,15,0,42.1,117,Unhealthy for Sensitive Groups,42,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,15MAR21:06:00:00,2021,3,15,6,33.8,97,Moderate,33,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,15MAR21:12:00:00,2021,3,15,12,34.7,99,Moderate,37,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,15MAR21:18:00:00,2021,3,15,18,37.6,106,Unhealthy for Sensitive Groups,44,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,16MAR21:00:00:00,2021,3,16,0,60.8,154,Unhealthy,60,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,16MAR21:06:00:00,2021,3,16,6,35.7,101,Unhealthy for Sensitive Groups,31,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,16MAR21:12:00:00,2021,3,16,12,27.9,84,Moderate,32,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,16MAR21:18:00:00,2021,3,16,18,27.2,83,Moderate,23,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,17MAR21:00:00:00,2021,3,17,0,27.3,83,Moderate,30,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,17MAR21:06:00:00,2021,3,17,6,29.4,87,Moderate,28,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,17MAR21:12:00:00,2021,3,17,12,21,70,Moderate,21,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,17MAR21:18:00:00,2021,3,17,18,18.3,64,Moderate,22,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,18MAR21:00:00:00,2021,3,18,0,16.2,60,Moderate,13,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,18MAR21:06:00:00,2021,3,18,6,15.6,58,Moderate,16,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,18MAR21:18:00:00,2021,3,18,18,23.5,75,Moderate,24,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,19MAR21:00:00:00,2021,3,19,0,21.2,70,Moderate,22,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,19MAR21:06:00:00,2021,3,19,6,16.4,60,Moderate,16,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,19MAR21:12:00:00,2021,3,19,12,23.5,75,Moderate,27,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,19MAR21:18:00:00,2021,3,19,18,22.6,73,Moderate,24,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,20MAR21:00:00:00,2021,3,20,0,37.7,106,Unhealthy for Sensitive Groups,41,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,20MAR21:06:00:00,2021,3,20,6,14.2,55,Moderate,11,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,20MAR21:12:00:00,2021,3,20,12,16.5,60,Moderate,18,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,20MAR21:18:00:00,2021,3,20,18,32,93,Moderate,37,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,21MAR21:00:00:00,2021,3,21,0,53.4,145,Unhealthy for Sensitive Groups,54,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,21MAR21:06:00:00,2021,3,21,6,77.3,162,Unhealthy,85,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,21MAR21:12:00:00,2021,3,21,12,82.1,165,Unhealthy,81,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,21MAR21:18:00:00,2021,3,21,18,28.7,86,Moderate,15,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,22MAR21:00:00:00,2021,3,22,0,12.9,53,Moderate,14,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,22MAR21:06:00:00,2021,3,22,6,20.4,68,Moderate,23,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,22MAR21:12:00:00,2021,3,22,12,33.8,97,Moderate,38,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,22MAR21:18:00:00,2021,3,22,18,27.7,84,Moderate,28,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,23MAR21:00:00:00,2021,3,23,0,50.9,139,Unhealthy for Sensitive Groups,55,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,23MAR21:06:00:00,2021,3,23,6,57.9,152,Unhealthy,61,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,23MAR21:12:00:00,2021,3,23,12,56.3,151,Unhealthy,57,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,23MAR21:18:00:00,2021,3,23,18,26.1,80,Moderate,23,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,24MAR21:00:00:00,2021,3,24,0,18.8,65,Moderate,12,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,24MAR21:06:00:00,2021,3,24,6,17.5,62,Moderate,19,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,24MAR21:12:00:00,2021,3,24,12,29.8,88,Moderate,33,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,24MAR21:18:00:00,2021,3,24,18,20,68,Moderate,19,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,25MAR21:00:00:00,2021,3,25,0,19.3,66,Moderate,20,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,25MAR21:06:00:00,2021,3,25,6,24,76,Moderate,25,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,25MAR21:12:00:00,2021,3,25,12,53.6,146,Unhealthy for Sensitive Groups,52,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,25MAR21:18:00:00,2021,3,25,18,25.3,79,Moderate,23,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,26MAR21:00:00:00,2021,3,26,0,42.6,118,Unhealthy for Sensitive Groups,44,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,26MAR21:06:00:00,2021,3,26,6,29.5,88,Moderate,30,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,26MAR21:18:00:00,2021,3,26,18,13.2,53,Moderate,10,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,27MAR21:00:00:00,2021,3,27,0,8.1,34,Good,7,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,27MAR21:06:00:00,2021,3,27,6,16.2,60,Moderate,17,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,27MAR21:12:00:00,2021,3,27,12,26.6,81,Moderate,29,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,27MAR21:18:00:00,2021,3,27,18,36.1,102,Unhealthy for Sensitive Groups,33,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,28MAR21:00:00:00,2021,3,28,0,44.7,124,Unhealthy for Sensitive Groups,49,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,28MAR21:06:00:00,2021,3,28,6,47.8,131,Unhealthy for Sensitive Groups,51,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,28MAR21:12:00:00,2021,3,28,12,59.8,153,Unhealthy,69,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,28MAR21:18:00:00,2021,3,28,18,44.3,123,Unhealthy for Sensitive Groups,38,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,29MAR21:00:00:00,2021,3,29,0,68.8,158,Unhealthy,67,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,29MAR21:06:00:00,2021,3,29,6,63.6,155,Unhealthy,62,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,29MAR21:12:00:00,2021,3,29,12,55,149,Unhealthy for Sensitive Groups,54,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,29MAR21:18:00:00,2021,3,29,18,25.6,79,Moderate,20,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,30MAR21:00:00:00,2021,3,30,0,38.5,108,Unhealthy for Sensitive Groups,42,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,30MAR21:06:00:00,2021,3,30,6,35.3,100,Moderate,31,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,30MAR21:12:00:00,2021,3,30,12,122.3,185,Unhealthy,142,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,30MAR21:18:00:00,2021,3,30,18,75,161,Unhealthy,68,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,31MAR21:00:00:00,2021,3,31,0,59.3,153,Unhealthy,58,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,31MAR21:06:00:00,2021,3,31,6,51.7,141,Unhealthy for Sensitive Groups,45,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,31MAR21:12:00:00,2021,3,31,12,46.4,128,Unhealthy for Sensitive Groups,50,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,31MAR21:18:00:00,2021,3,31,18,36.9,104,Unhealthy for Sensitive Groups,29,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,01APR21:00:00:00,2021,4,1,0,22.5,73,Moderate,21,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,01APR21:06:00:00,2021,4,1,6,22.4,73,Moderate,19,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,01APR21:12:00:00,2021,4,1,12,22.2,72,Moderate,18,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,01APR21:18:00:00,2021,4,1,18,36.5,103,Unhealthy for Sensitive Groups,36,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,02APR21:00:00:00,2021,4,2,0,30.2,89,Moderate,32,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,02APR21:06:00:00,2021,4,2,6,25.6,79,Moderate,18,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,02APR21:12:00:00,2021,4,2,12,48.1,132,Unhealthy for Sensitive Groups,57,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,02APR21:18:00:00,2021,4,2,18,64.2,155,Unhealthy,51,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,03APR21:00:00:00,2021,4,3,0,66.7,157,Unhealthy,63,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,03APR21:06:00:00,2021,4,3,6,57.9,152,Unhealthy,45,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,04APR21:06:00:00,2021,4,4,6,16.1,59,Moderate,14,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,04APR21:12:00:00,2021,4,4,12,29.4,87,Moderate,34,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,04APR21:18:00:00,2021,4,4,18,6.6,28,Good,1,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,05APR21:00:00:00,2021,4,5,0,13.8,55,Moderate,15,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,05APR21:06:00:00,2021,4,5,6,15,57,Moderate,18,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,05APR21:12:00:00,2021,4,5,12,28.9,86,Moderate,34,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,05APR21:18:00:00,2021,4,5,18,8.8,37,Good,6,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,06APR21:00:00:00,2021,4,6,0,15.1,57,Moderate,17,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,06APR21:06:00:00,2021,4,6,6,17.4,62,Moderate,17,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,06APR21:12:00:00,2021,4,6,12,30,89,Moderate,36,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,06APR21:18:00:00,2021,4,6,18,7,29,Good,3,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,07APR21:00:00:00,2021,4,7,0,11.7,49,Good,15,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,07APR21:06:00:00,2021,4,7,6,13.5,54,Moderate,13,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,07APR21:12:00:00,2021,4,7,12,22,72,Moderate,25,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,07APR21:18:00:00,2021,4,7,18,26,80,Moderate,26,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,08APR21:00:00:00,2021,4,8,0,18.9,65,Moderate,15,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,08APR21:06:00:00,2021,4,8,6,22.8,74,Moderate,21,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,08APR21:12:00:00,2021,4,8,12,24.7,77,Moderate,30,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,08APR21:18:00:00,2021,4,8,18,30,89,Moderate,28,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,09APR21:00:00:00,2021,4,9,0,36.2,103,Unhealthy for Sensitive Groups,34,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,09APR21:06:00:00,2021,4,9,6,24.6,77,Moderate,25,UG/M3,1 Hr,Valid,1
Shanghai,PM2.5 - Principal,09APR21:12:00:00,2021,4,9,12,23.6,75,Moderate,26,UG/M3,1 Hr,Valid,1
